Дата_рождения Date; Дата_рождения Date; Кол-во_проектов Integer; Кол-во_проектов Integer; Дата_рождения Date; Рейтинг Float; Комментарий String; Дата_рождения Date; Дата_рождения Date; Комментарий String; 
04.07.1999; 02.02.2006; 69; 56; 20.11.1971; 5,9; Повседневная практика показывает, что сложившаяся ; 15.04.1986; 05.11.2021; Значимость этих проблем настолько очевидна, что ра; 
22.07.2000; 20.11.1971; 76; 63; 19.09.2019; 4,5; Дорогие друзья, постоянный количественный рост и с; 24.03.1982; 25.07.1991; Повседневная практика показывает, что постоянный к; 
29.12.1992; 27.07.2018; 78; 67; 15.02.2002; 4,73; Повседневная практика показывает, что консультация; 22.07.2000; 25.03.1985; Дорогие друзья, консультация с профессионалами из ; 
29.10.1987; 12.09.2001; 69; 35; 12.09.2001; 8,56; Повседневная практика показывает, что консультация; 02.10.2019; 15.05.1991; Не следует, однако, забывать о том, что постоянный; 
03.12.1982; 22.07.2000; 39; 29; 22.07.2000; 5,9; Разнообразный и богатый опыт начало повседневной р; 09.10.1984; 20.11.2016; Не следует, однако, забывать о том, что новая моде; 
22.07.2000; 22.05.2022; 79; 94; 19.09.2019; 3,06; Повседневная практика показывает, что сложившаяся ; 09.10.1984; 27.09.1980; Не следует, однако, забывать о том, что новая моде; 
11.05.1990; 10.01.2006; 65; 59; 22.05.2022; 7,73; Задача организации, в особенности же консультация ; 04.07.1999; 22.05.2022; Повседневная практика показывает, что постоянный к; 
25.03.1985; 19.09.2019; 79; 88; 09.07.2009; 7,9; Значимость этих проблем настолько очевидна, что ко; 11.08.2013; 27.07.2018; Значимость этих проблем настолько очевидна, что ко; 
25.03.1985; 03.12.1982; 81; 75; 31.10.1997; 7,95; Повседневная практика показывает, что консультация; 04.12.2022; 27.09.1980; Значимость этих проблем настолько очевидна, что ра; 
19.09.1974; 29.10.1987; 19; 21; 05.09.1999; 5,82; Соображения высшего порядка, а также реализация на; 24.03.1982; 24.01.1970; Практический опыт показывает, что выбранный нами и; 
03.12.1982; 11.08.2013; 67; 7; 12.09.2001; 5,9; Не следует, однако, забывать о том, что постоянное; 23.09.1987; 23.09.1987; С другой стороны новая модель организационной деят; 
29.12.1992; 13.08.2011; 2; 55; 31.10.1997; 1,17; Дорогие друзья, постоянный количественный рост и с; 12.12.2004; 13.08.2011; Соображения высшего порядка, а также сложившаяся с; 
10.01.2006; 15.02.2002; 90; 69; 10.01.2006; 6,22; Соображения высшего порядка, а также реализация на; 25.07.1991; 27.09.1980; Равным образом сложившаяся структура организации н; 
24.03.1982; 29.12.1992; 85; 25; 27.09.1980; 9,9; Значимость этих проблем настолько очевидна, что ра; 10.01.2006; 30.09.2002; Повседневная практика показывает, что курс на соци; 
01.11.2019; 10.01.2006; 89; 55; 19.09.2019; 1,51; Таким образом, постоянное информационно-техническо; 21.01.2018; 03.12.1982; Таким образом, сложившаяся структура организации с; 
15.04.1986; 21.01.2018; 27; 85; 27.09.1980; 0,03; Таким образом, сложившаяся структура организации с; 27.09.1980; 23.09.1987; Значимость этих проблем настолько очевидна, что ко; 
29.12.1992; 25.07.1991; 57; 2; 15.04.1986; 7,9; Разнообразный и богатый опыт постоянное информацио; 21.01.2018; 29.10.1987; Соображения высшего порядка, а также начало повсед; 
